entry_fee_foreign_inr,open_hours_tue,description,open_hours_sat,last_verified,famous_for,access,entry_fee_child_indian_inr,connectivity,district,distance_from,visitor_tips,tips,seasonal_hours,nearby_attractions,suitable_for,lng,food_specialties,entry_fee_adult,aka,entry_fee_adult_indian_inr,open_hours_sun,stay_and_food,accessibility,taluka,avg_visit_mins,open_hours_fri,entry_fee_camera_fee_inr,open_hours_mon,temple,name,best_months,entry_fee_child,open_hours_wed,state,location,notes,id,lat,rating,city,type,village,disclaimer,entry_fee_foreign,open_hours_thu,festival_crowds,heritage,fees,darshan_timings,country,highlights,tags
,00:00-23:59,"A serene shoreline near the Somnath Jyotirlinga temple on the Arabian Sea, known for scenic sunsets, sea breeze promenades, and stalls; swimming is generally not advised due to strong currents.",00:00-23:59,2025-09-01,"temple views by the sea, vibrant sunsets",,,,,,,,,"['Somnath Jyotirlinga Temple', 'Triveni Sangam Ghat', 'Bhalka Tirth']",,70.401,,0,,,00:00-23:59,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,90,00:00-23:59,,00:00-23:59,,Somnath Beach,"Nov, Dec, Jan, Feb",0,00:00-23:59,Gujarat,,Evenings are pleasant for walks; avoid swimming due to currents; basic stalls and seating along the promenade.,P_00084,20.8868,4.4,Somnath (Veraval),beach,,,0,00:00-23:59,,,,,India,,"sunset, seaside, photography"
,06:00-13:00;15:30-20:30,"A Vishnu temple near Triveni Sangam in Somnath, known for a prominent gopuram and pillars depicting teachings from the Bhagavad Gita.",06:00-13:00;15:30-20:30,2025-09-01,"Bhagavad Gita pillar carvings, South-Indian style gopuram",,,,,,,,,"['Somnath Jyotirlinga Temple', 'Gita Mandir', 'Triveni Sangam Ghat']",,70.4072,,0,,,06:00-13:00;15:30-20:30,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,45,06:00-13:00;15:30-20:30,,06:00-13:00;15:30-20:30,,Lakshminarayan Temple,"Nov, Dec, Jan, Feb",0,06:00-13:00;15:30-20:30,Gujarat,,Peaceful for darshan and close to other Somnath temples; modest attire recommended; evenings are pleasant on the nearby seafront.,P_00085,20.8909,4.4,Somnath (Prabhas Patan),pilgrimage,,,0,06:00-13:00;15:30-20:30,,,,,India,,"temple, Vishnu, architecture"
,06:00-18:00,"Sacred confluence point where the Hiran, Kapila, and the mythic Saraswati rivers meet the Arabian Sea, with ghats for holy dips, pooja, and boat rides.",06:00-18:00,2025-09-01,"holy dip for moksha, boat rides to confluence",,,,,,,,,"['Somnath Jyotirlinga Temple', 'Lakshminarayan Temple', 'Bhalka Tirth']",,70.4047,,0,,,06:00-18:00,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,60,06:00-18:00,,06:00-18:00,,Triveni Sangam Temple (Ghat),"Nov, Dec, Jan, Feb",0,06:00-18:00,Gujarat,,Morning and evening are calmer for aarti and rituals; water currents and cleanliness vary; carry modest attire for ghats.,P_00086,20.8864,4.4,Somnath (Prabhas Patan),pilgrimage,,,0,06:00-18:00,,,,,India,,"temple, ghat, rituals"
,09:30-17:00,"A quiet, rocky-sandy coastline near Somnath, historically linked to the Nawabs of Junagadh; scenic for walks and sunsets, but generally unsafe for swimming due to currents and rocks.",09:30-17:00,2025-09-01,"royal beach palace ruins, quiet seaside walks",,,,,,,,,"['Somnath Jyotirlinga Temple', 'Veraval', 'Chorwad Palace (ruins)']",,70.231,,0,,,09:30-17:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,90,09:30-17:00,,09:30-17:00,,Chorwad Beach,"Nov, Dec, Jan, Feb",0,closed,Gujarat,,Limited facilities; avoid swimming; best visited in the evening for breeze and sunset; can be combined with Somnath sightseeing.,P_00087,21.008,4.3,Chorwad (Junagadh),beach,,,0,09:30-17:00,,,,,India,,"sunset, heritage, photography"
,07:00-19:00,"An ancient Sun Temple near Triveni Ghat in Somnath, known for sculptures of lions, elephants, and a depiction of Surya with seven horses above the entrance.",07:00-19:00,2025-09-01,"Sun God iconography, proximity to Triveni Ghat",,,,,,,,,"['Somnath Jyotirlinga Temple', 'Triveni Sangam Ghat', 'Panch Pandav Gufa']",,70.4056,,0,,,07:00-19:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,45,07:00-19:00,,07:00-19:00,,Suraj Mandir (Sun Temple),"Nov, Dec, Jan, Feb",0,07:00-19:00,Gujarat,,Compact shrine set within a residential area; mornings highlight the east-facing facade; upkeep varies—step carefully around uneven surfaces.,P_00088,20.8878,4.3,Somnath (Prabhas Patan),pilgrimage,,,0,07:00-19:00,,,,,India,,"temple, sun god, architecture"
,06:00-20:00,"A tranquil shrine near Triveni Sangam associated with Bhagwan Parshuram’s penance, featuring a small sanctum, kunds, and auxiliary shrines to Hanuman and Ganesha.",06:00-20:00,2025-09-01,"site of Parshuram’s atonement, peaceful riverside setting",,,,,,,,,"['Triveni Sangam Ghat', 'Somnath Jyotirlinga Temple', 'Bhalka Tirth']",,70.4053,,0,,,06:00-20:00,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,45,06:00-20:00,,06:00-20:00,,Parshuram Temple,"Nov, Dec, Jan, Feb, Mar",0,06:00-20:00,Gujarat,,Simple complex with evolving renovations; combine with Somnath temple circuit; modest attire recommended.,P_00089,20.8898,4.4,Somnath (Prabhas Patan),pilgrimage,,,0,06:00-20:00,,,,,India,,"temple, Parshuram, history"
,06:00-18:00,"A serene riverbank complex on the Hiran where Lord Krishna is believed to have departed for Neejdham, marked by Krishna’s footprints and nearby shrines.",06:00-18:00,2025-09-01,"Shri Krishna Charan Paduka, Baldevji ni Gufa (Balaram’s cave)",,,,,,,,,"['Gita Mandir', 'Lakshminarayan Temple', 'Somnath Jyotirlinga Temple']",,70.4145,,0,,,06:00-18:00,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,60,06:00-18:00,,06:00-18:00,,Dehotsarg Teerth (Golok Dham Tirth),"Nov, Dec, Jan, Feb",0,06:00-18:00,Gujarat,,Peaceful spot for evening visits by the Hiran River; combine with Gita Mandir and Lakshminarayan Temple in the same complex.,P_00090,20.8889,4.5,Somnath (Prabhas Patan),pilgrimage,,,0,06:00-18:00,,,,,India,,"temple, krishna, river"
,06:00-20:30,"An ancient seaside Shiva temple revered as Shri Shashibhushan Mahadev with Bhidbhanjan Ganapati, located a few kilometers from Somnath Temple.",06:00-20:30,2025-09-01,"seaside location, Shashibhushan Mahadev, Baan Ganga shivalingas nearby",,,,,,,,,"['Somnath Temple', 'Bhalka Tirth', 'Triveni Sangam']",,70.401,,0,,,06:00-20:30,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,45,06:00-20:30,,06:00-20:30,,Bhidbhanjan Mahadev Temple,"Nov, Dec, Jan, Feb, Mar",0,06:00-20:30,Gujarat,,Photography typically restricted inside the sanctum; modest attire recommended.,P_00091,20.888,4.2,Somnath (Veraval),temple,,,0,06:00-20:30,,,,,India,,"spiritual, seaside, history"
,06:00-18:00,"A 200-year-old Shiva temple complex near Triveni Sangam, associated with King Mayurdhwaj and the Sharada Peeth tradition.",06:00-18:00,2025-09-01,"Dudhiyu Talav holy pond, Mahadev no Kund, Sharada Peeth and Shankara Cave",,,,,,,,,"['Somnath Temple', 'Triveni Sangam', 'Panch Pandav Gufa']",,70.401,,0,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,45,06:00-18:00,,06:00-18:00,,Kamnath Mahadev Temple,"Nov, Dec, Jan, Feb, Mar",0,06:00-18:00,Gujarat,,Crowded during Shravan fair; modest attire advised.,P_00092,20.885,4.3,Somnath (Veraval),temple,,,0,06:00-18:00,,,,,India,,"spiritual, pilgrimage, history"
,06:00-18:00,"A white-marble Krishna temple known for 18 marble pillars inscribed with the Bhagavad Gita, located near Triveni Sangam and also called Birla Mandir.",06:00-18:00,2025-09-01,"Bhagavad Gita inscriptions, echo acoustics, Birla-era architecture",,,,,,,,,"['Somnath Temple', 'Triveni Sangam', 'Dehotsarg Tirth']",,70.401,,0,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,30,06:00-18:00,,06:00-18:00,,Gita Mandir (Birla Mandir),"Nov, Dec, Jan, Feb, Mar",0,06:00-18:00,Gujarat,,Often combined with Triveni Sangam and Dehotsarg visit; footwear and photography rules may apply inside.,P_00093,20.883,4.4,Somnath (Veraval),temple,,,0,06:00-18:00,,,,,India,,"spiritual, Krishna, marble"
,10:30-17:30,"An archaeological museum established in 1951 showcasing nearly 3500 artifacts, including stone sculptures, inscriptions, and fragments from earlier Somnath temples, located about 300 m north of Somnath Temple along the market street.",10:30-17:30,2025-09-01,"stone sculptures, 12th-century reconstructed shrine, river-water collection jars",,,,,,,,,"['Somnath Temple', 'Triveni Sangam', 'Dehotsarg Tirth']",,70.401,,5,,,10:30-17:30,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,60,10:30-17:30,,10:30-17:30,,Prabhas Patan Museum,"Nov, Dec, Jan, Feb, Mar",5,Closed,Gujarat,,Small fee counter; basic labeling; plan an hour; closed on Wednesdays.,P_00094,20.887,4.3,Somnath (Veraval),museum,,,50,10:30-17:30,,,,,India,,"archaeology, history, sculpture"
,00:00-24:00,"A historic triple-arched gateway marking the traditional entrance to Somnath from Veraval, associated in local lore with Mahmud of Ghazni’s raid on the Somnath temple.",00:00-24:00,2025-09-01,"triple-arched gateway, historic link to Somnath raids",,,,,,,,,"['Somnath Temple', 'Triveni Sangam', 'Prabhas Patan Museum']",,70.367,,0,,,00:00-24:00,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,20,00:00-24:00,,00:00-24:00,,Junagadh Gate,"Nov, Dec, Jan, Feb, Mar",0,00:00-24:00,Gujarat,,Roadside stop; watch for traffic when photographing.,P_00095,20.906,4.1,Somnath (Veraval),monument,,,0,00:00-24:00,,,,,India,,"history, architecture, photography"
,06:00-20:00,"An ancient pilgrimage site on the Hiran river associated with pitru tarpan rites and Krishna lore, regarded locally with the saying ‘one visit to Prachi equals a hundred to Kashi’.",06:00-20:00,2025-09-01,"pitru tarpan ceremonies, Madhavrayji temple, sacred peepal ritual",,,,,,,,,"['Somnath Temple', 'Triveni Sangam', 'Bhalka Tirth']",,70.6089,,0,,,06:00-20:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,60,06:00-20:00,,06:00-20:00,,Prachi Tirth,"Nov, Dec, Jan, Feb, Mar",0,06:00-20:00,Gujarat,,Ritual services for shraddh performed by local priests; mornings are quieter; carry offerings as advised.,P_00096,20.9202,4.2,Prachi (Sutrapada),temple,,,0,06:00-20:00,,,,,India,,"pilgrimage, rituals, heritage"
,08:00-18:00,"World’s tallest statue at 182 m dedicated to Sardar Vallabhbhai Patel with museum, exhibition hall, and a viewing gallery around chest level offering Narmada and dam views.",08:00-18:00,2025-09-01,"182 m height, viewing gallery, evening laser show",,,,,,,,,"['Sardar Sarovar Dam', 'Valley of Flowers', 'Jungle Safari']",,73.719,,575,,,08:00-18:00,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,240,08:00-18:00,,Closed,,Statue of Unity,"Nov, Dec, Jan, Feb, Mar",375,08:00-18:00,Gujarat,,Laser show at 20:15; book tickets online; Mondays closed.,P_00097,21.838,4.6,Ekta Nagar (Kevadia),monument,,,1530,08:00-18:00,,,,,India,,"architecture, observation deck, laser show"
,10:00-17:00,"A grand 19th-century Indo-Saracenic royal residence built by Maharaja Sayajirao Gaekwad III, renowned for its vast grounds, ornate Darbar Hall, and art collections including works linked to Raja Ravi Varma.",10:00-17:00,2025-09-01,"Indo-Saracenic design, Darbar Hall, royal art collection",,,,,,,,,"['Maharaja Fateh Singh Museum', 'Sayaji Baug', 'Baroda Museum & Picture Gallery']",,73.1914,,250,,,10:00-17:00,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,90,10:00-17:00,,Closed,,Laxmi Vilas Palace,"Nov, Dec, Jan, Feb, Mar",125,10:00-17:00,Gujarat,,Portions remain a royal residence; museum and select areas open to visitors; guided audio tours available.,P_00098,22.2939,4.6,Vadodara (Baroda),palace,,,500,10:00-17:00,,,,,India,,"architecture, museum, heritage"
,Sunrise-Sunset,"A UNESCO World Heritage Site spanning the historic city of Champaner and Pavagadh Hill, showcasing Hindu and Jain temples, pre-Mughal Islamic mosques, fortifications, palaces, and sophisticated water systems from the 8th–16th centuries.",Sunrise-Sunset,2025-09-01,"Jami Masjid, Kalika Mata Temple, blend of Hindu–Islamic architecture",,,,,,,,,"['Jami Masjid Champaner', 'Kalika Mata Temple', 'Kevada and Nagina Mosques']",,73.533,,40,,,Sunrise-Sunset,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,180,Sunrise-Sunset,,Sunrise-Sunset,,Champaner–Pavagadh Archaeological Park,"Nov, Dec, Jan, Feb, Mar",0,Sunrise-Sunset,Gujarat,,"Large, spread-out site; local transport or private vehicle helps; pilgrimage crowds on Pavagadh Hill.",P_00099,22.483,4.6,Panchmahal (Champaner/Pavagadh),heritage,,,600,Sunrise-Sunset,,,,,India,,"UNESCO, architecture, archaeology"
,05:00-21:00,"A 19th-century public garden commissioned by Maharaja Sayajirao Gaekwad III, spread over about 113 acres along the Vishwamitri River, housing a zoo, aquarium, planetarium, toy train, and the Baroda Museum & Picture Gallery.",05:00-21:00,2025-09-01,"Baroda Museum & Picture Gallery, Sardar Patel Planetarium, floral clock and joy train",,,,,,,,,"['Laxmi Vilas Palace', 'Baroda Museum & Picture Gallery', 'Kirti Mandir']",,73.1812,,0,,,05:00-21:00,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,120,05:00-21:00,,05:00-21:00,,Sayaji Baug (Kamati Baug),"Nov, Dec, Jan, Feb, Mar",0,05:00-21:00,Gujarat,,Museum typically open 10:30–17:30 and closed Mondays; joy train often runs 10:00–22:00 and is closed Thursdays; timings can vary seasonally.,P_00100,22.3072,4.5,Vadodara (Baroda),park,,,0,05:00-21:00,,,,,India,,"garden, zoo, museum"
,10:00-20:00,"A large landscaped garden near Ajwa Dam, inspired by Mysuru’s Brindavan Gardens, known for evening musical fountains, palm-lined lawns, and kids’ play areas.",10:00-20:00,2025-09-01,"musical fountain shows, Ajwa Dam proximity, palm-lined lawns",,,,,,,,,"['Ajwa Dam', 'Sardar Patel Planetarium', 'Sayaji Baug (Kamati Baug)']",,73.361,,20,,,10:00-20:00,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,120,10:00-20:00,,10:00-20:00,,Ajwa Nimeta Garden,"Nov, Dec, Jan, Feb, Mar",15,10:00-20:00,G Gujarat,,Musical fountains typically operate on Sat–Mon and public holidays; evening shows vary seasonally.,P_00101,22.335,4.3,Vadodara (Baroda),park,,,20,10:00-20:00,,,,,India,,"garden, fountains, family"
,Sunrise-Sunset,"An 18th-century urban lake in the heart of Vadodara, also called Chand Talao, featuring a prominent 120-foot Shiva statue and overflow gates that drain into the Vishwamitri River.",Sunrise-Sunset,2025-09-01,"120 ft Shiva statue, city-center promenade, festival lighting on Maha Shivratri",,,,,,,,,"['Kirti Mandir', 'Nyay Mandir', 'Mandvi Gate']",,73.2036,,0,,,Sunrise-Sunset,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,45,Sunrise-Sunset,,Sunrise-Sunset,,Sursagar Lake (Chand Talao),"Nov, Dec, Jan, Feb, Mar",0,Sunrise-Sunset,Gujarat,,Evenings are lively; boating may operate seasonally; crowd control during festivals.,P_00102,22.3008,4.4,Vadodara (Baroda),lake,,,0,Sunrise-Sunset,,,,,India,,"scenic, shiva statue, evening"
,07:00-19:00,"A historic Surya (Sun) temple near the General Post Office in Raopura, attributed to Raoji Aapaji during the Gaekwad era, known for its alignment that lets morning sun rays enter the sanctum and the stone elephant at the entrance.",07:00-19:00,2025-09-01,"sun-aligned sanctum, stone elephant statue, Rath Saptami celebrations",,,,,,,,,"['Sursagar Lake', 'Kirti Mandir', 'Nyay Mandir']",,73.1982,,0,,,07:00-19:00,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,30,07:00-19:00,,07:00-19:00,,Surya Narayan Mandir,"Nov, Dec, Jan, Feb, Mar",0,07:00-19:00,Gujarat,,Often referred to as Surya Narayan Temple; mornings offer serene darshan; modest attire recommended.,P_00103,22.3036,4.3,Vadodara (Baroda),temple,,,0,07:00-19:00,,,,,India,,"spiritual, heritage, sun temple"
,07:30-20:30,"A prominent BAPS Swaminarayan temple in Atladara known for its serene campus, intricate carvings, daily aartis, and vibrant cultural-spiritual activities.",07:30-20:30,2025-09-01,"devotional aartis, intricate marble-work, community events",,,,,,,,,"['ISKCON Baroda', 'Sursagar Lake', 'Sayaji Baug (Kamati Baug)']",,73.164,,0,,,07:30-20:30,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,45,07:30-20:30,,07:30-20:30,,BAPS Shri Swaminarayan Mandir (Atladara),"Nov, Dec, Jan, Feb, Mar",0,07:30-20:30,Gujarat,,Modest attire recommended; festival days draw large crowds; check local timings for special sabhas.,P_00104,22.271,4.6,Vadodara (Baroda),temple,,,0,07:30-20:30,,,,,India,,"spiritual, Swaminarayan, community"
,15:45-18:00,"A 200-seat air-conditioned planetarium in Sayaji Baug offering immersive astronomy shows in English, Gujarati, and Hindi, using a dome theatre and video projections on celestial bodies and the solar system.",15:45-18:00,2025-09-01,"dome astronomy shows, space educational programs, solar system exhibits",,,,,,,,,"['Sayaji Baug (Kamati Baug)', 'Baroda Museum & Picture Gallery', 'Laxmi Vilas Palace']",,73.1812,,20,,,15:45-18:00,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,60,15:45-18:00,,15:45-18:00,,Sardar Patel Planetarium,"Nov, Dec, Jan, Feb, Mar",20,15:45-18:00,Gujarat,,"Shows in Gujarati (16:00), English (17:00), Hindi (18:00); closed Thursdays; occasional maintenance closures—check ahead.",P_00105,22.3072,3.8,Vadodara (Baroda),planetarium,,,20,Closed,,,,,India,,"science, astronomy, education"
,09:30-17:00,"A 1936 cenotaph complex commissioned by Maharaja Sayajirao Gaekwad III to honor the Gaekwad dynasty, noted for its E-shaped plan, marble interiors, and murals by Nandalal Bose beneath a shikhara topped with sun–moon–earth finial and an undivided map of India.",09:30-17:00,2025-09-01,"Gaekwad cenotaph, E-shaped layout, Nandalal Bose murals",,,,,,,,,"['Sursagar Lake', 'Laxmi Vilas Palace', 'Baroda Museum & Picture Gallery']",,73.207,,0,,,09:30-17:00,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,30,09:30-17:00,,09:30-17:00,,Kirti Mandir,"Nov, Dec, Jan, Feb, Mar",0,09:30-17:00,Gujarat,,Photography may be restricted in some interior sections; visit early for quieter viewing.,P_00106,22.2975,4.4,Vadodara (Baroda),monument,,,0,09:30-17:00,,,,,India,,"heritage, Gaekwad, architecture"
,09:00-17:00,"A scenic perennial waterfall inside Shoolpaneshwar Wildlife Sanctuary, around 12–15 km from the Statue of Unity, popular for short treks, picnics, and monsoon visits with clear plunge pools.",09:00-17:00,2025-09-01,"forest trek setting, proximity to Statue of Unity, monsoon flow",,,,,,,,,"['Statue of Unity', 'Shoolpaneshwar Temple', 'Gheer Khadi']",,73.642,,50,,,09:00-17:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,120,09:00-17:00,,09:00-17:00,,Zarwani Waterfalls,"Jul, Aug, Sep, Oct, Nov",50,09:00-17:00,Gujarat,,Inside a wildlife sanctuary; vehicle charges at Thawadia check post and sanctuary gate apply; rocks can be slippery—wear good footwear.,P_00107,21.873,4.4,Narmada (near Ekta Nagar),waterfall,,,50,09:00-17:00,,,,,India,,"nature, trek, wildlife"
,10:00-17:00,"A landmark museum complex inside Sayaji Baug, established in 1894 under Maharaja Sayajirao Gaekwad III, noted for Indo-Saracenic architecture and rich collections spanning Indian and European art, archaeology, ethnography, an Egyptian mummy, and a blue whale skeleton.",10:00-17:00,2025-09-01,"Egyptian mummy, Akota bronzes, covered bridge-linked picture gallery",,,,,,,,,"['Sayaji Baug (Kamati Baug)', 'Sardar Patel Planetarium', 'Laxmi Vilas Palace']",,73.1812,,10,,,10:00-17:00,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,120,10:00-17:00,,Closed,,Baroda Museum and Picture Gallery,"Nov, Dec, Jan, Feb, Mar",5,10:00-17:00,Gujarat,,Photography generally restricted inside; plan 2–3 hours to see both museum and picture gallery.,P_00108,22.3072,4.5,Vadodara (Baroda),museum,,,10,10:00-17:00,,,,,India,,"art, history, natural history"
,06:30-20:30,"A unique Shiva temple within the Indian Army’s EME School campus, famed for its geodesic dome clad in aluminium and symbolism that blends elements of multiple faiths, with a garden displaying over a hundred historic stone sculptures.",06:30-20:30,2025-09-01,"geodesic aluminium dome, multi-faith architectural symbols, army-managed campus serenity",,,,,,,,,"['Sayaji Baug (Kamati Baug)', 'Baroda Museum & Picture Gallery', 'Laxmi Vilas Palace']",,73.192,,0,,,06:30-20:30,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,45,06:30-20:30,,06:30-20:30,,EME Temple (Dakshinamurthy & Navgraha Temple),"Nov, Dec, Jan, Feb, Mar",0,06:30-20:30,Gujarat,,Government photo ID usually required for entry due to army premises; modest attire advised; some sources note varying visitor timings and occasional restrictions.,P_00109,22.3314,4.6,Vadodara (Baroda),temple,,,0,06:30-20:30,,,,,India,,"spiritual, modern architecture, army-managed"
,06:00-18:00,"A seasonal waterfall in the Jambughoda–Pavagadh belt, famed for lush monsoon greenery, a cave-side shrine to Hathni Mata, and a rock at the base resembling a baby elephant.",06:00-18:00,2025-09-01,"monsoon cascade, cave shrine, elephant-shaped rock",,,,,,,,,"['Champaner–Pavagadh Archaeological Park', 'Jambughoda Wildlife Sanctuary', 'Kadana Dam']",,73.653,,10,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': False, 'parking': True}",,120,06:00-18:00,,06:00-18:00,,Hathni Mata Waterfall,"Jul, Aug, Sep, Oct",10,06:00-18:00,Gujarat,,Roads are narrow and weekends get crowded; rocks are slippery—wear good footwear; facilities are basic—carry water and snacks.,P_00110,22.459,4.3,Shivrajpur (near Pavagadh/Champaner),waterfall,,,10,06:00-18:00,,,,,India,,"nature, monsoon, trek"
,08:00-17:00,A large open-design zoological park near the Statue of Unity featuring indigenous and exotic fauna across themed zones with golf-cart circuits and a vast walk-through aviary.,08:00-17:00,2025-09-01,"open-design habitats, walk-through aviary, proximity to Statue of Unity",,,,,,,,,"['Statue of Unity', 'Valley of Flowers', 'Zarwani Waterfalls']",,73.736,,200,,,08:00-17:00,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,180,08:00-17:00,,Closed,,Sardar Patel Zoological Park (Jungle Safari),"Nov, Dec, Jan, Feb, Mar",125,08:00-17:00,Gujarat,,Expect significant walking; golf carts available; separate camera charges may apply; arrive early for active animal sightings.,P_00111,21.838,4.3,Ekta Nagar (Kevadia),zoo,,,200,08:00-17:00,,,,,India,,"wildlife, safari, family"
,09:00-18:00,"A premier public university founded in 1949 evolving from the 1881 Baroda College, renowned for English-medium instruction, 14+ faculties, and iconic Indo-Saracenic architecture including the Arts Faculty dome modeled on Gol Gumbaz.",Closed,2025-09-01,"Indo-Saracenic Arts Faculty dome, English-medium state university, Performing Arts and Fine Arts legacy",,,,,,,,,"['Sayaji Baug (Kamati Baug)', 'Baroda Museum & Picture Gallery', 'Laxmi Vilas Palace']",,73.186,,0,,,Closed,,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,60,09:00-18:00,,09:00-18:00,,The Maharaja Sayajirao University of Baroda (MSU),"Nov, Dec, Jan, Feb, Mar",0,09:00-18:00,Gujarat,,Academic campus; some buildings require permission for entry; best viewed during working hours; festivals and convocations may affect access.,P_00112,22.3099,4.5,Vadodara (Baroda),university,,,0,09:00-18:00,,,,,India,,"education, heritage, architecture"
,"04:30-13:00,16:00-21:00","A prominent ISKCON temple in the Gotri/Harni Nagar area dedicated to Sri Sri Radha Shyamasundar, known for daily aartis, kirtans, a peaceful gardened campus, and vibrant festival celebrations including Janmashtami and Rath Yatra.","04:30-13:00,16:00-21:00",2025-09-01,"Radha–Krishna darshan, devotional aartis and kirtans, festival celebrations",,,,,,,,,"['Sursagar Lake', 'Sayaji Baug (Kamati Baug)', 'Laxmi Vilas Palace']",,73.1527,,0,,,"04:30-13:00,16:00-21:00",,"{'wheelchair': True, 'public_transport': True, 'parking': True}",,45,"04:30-13:00,16:00-21:00",,"04:30-13:00,16:00-21:00",,ISKCON Baroda (Sri Sri Radha Shyamasundar Mandir),"Nov, Dec, Jan, Feb, Mar",0,"04:30-13:00,16:00-21:00",Gujarat,,Modest attire recommended; temple shop and prasadam available; timings may extend on festival days.,P_00113,22.3079,4.6,Vadodara (Baroda),temple,,,0,"04:30-13:00,16:00-21:00",,,,,India,,"spiritual, Krishna, community"
,06:00-18:00,"A river-island on the Narmada famed for a sprawling banyan grove associated with Saint Kabir, featuring thousands of prop roots forming a vast canopy and a Kabir temple reached by a short boat ride from Shuklatirth.",06:00-18:00,2025-09-01,"vast banyan canopy, Kabir temple, boat access from Shuklatirth",,,,,,,,,"['Shuklatirth', 'Mangleshwar Mahadev', 'Golden Bridge (Bharuch)']",,73.1401,,0,,,06:00-18:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,120,06:00-18:00,,06:00-18:00,,Kabirvad,"Nov, Dec, Jan, Feb",0,06:00-18:00,Gujarat,,Access by local boats; avoid peak monsoon when river is turbulent; carry water and cash for ferry and basic facilities.,P_00114,21.7634,4.4,Bharuch (Shuklatirth),island,,,0,06:00-18:00,,,,,India,,"nature, pilgrimage, banyan"
,06:00-20:00,Historic Indo-Saracenic municipal market building housing civic offices with active vegetable and flower bazaars.,06:00-20:00,2025-09-01,"Indo-Saracenic facade, wholesale vegetables, flower market",,,,,,,,,"['Laxmi Vilas Palace', 'Sayaji Baug']",,73.2015,,0,,,06:00-20:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,60,06:00-20:00,,06:00-20:00,,Khanderao Market,"Nov, Dec, Jan, Feb, Mar",0,06:00-20:00,Gujarat,,Most lively in the early morning; some vendors may close on Amavasya.,P_00115,22.2966,4.4,Vadodara,market,,,0,06:00-20:00,,,,,India,,"architecture, heritage, vegetables, flowers, photography"
,Closed,"19th-century Gaekwad royal palace showcasing Italian Renaissance–influenced design, later used by the Indian Air Force.",Closed,2025-09-01,"Italian Renaissance architecture, Gaekwad dynasty history",,,,,,,,,"['Laxmi Vilas Palace', 'Sayaji Baug']",,73.209,,0,,,Closed,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,45,Closed,,Closed,,Makarpura Palace,"Nov, Dec, Jan, Feb, Mar",0,Closed,Gujarat,,Premises are under Indian Air Force; exterior can be viewed from outside only.,P_00116,22.2475,4.2,Vadodara,heritage,,,0,Closed,,,,,India,,"architecture, history, photography"
,09:00-19:00,"Also known as Aurobindo Nivas, this ashram in Dandia Bazar was Sri Aurobindo’s residence (1894–1906) and now houses a library, meditation halls, and a small bookstore.",09:00-19:00,2025-09-01,"Sri Aurobindo relics, meditation halls, spiritual literature",,,,,,,,,"['Laxmi Vilas Palace', 'Sayaji Baug']",,73.2026,,0,,,09:00-19:00,,"{'wheelchair': False, 'public_transport': True, 'parking': True}",,60,09:00-19:00,,09:00-19:00,,Aurobindo Ashram,"Nov, Dec, Jan, Feb, Mar",0,09:00-19:00,Gujarat,,Maintain silence in meditation areas; footwear may need to be removed at entrances.,P_00117,22.302,4.4,Vadodara,spiritual,,,0,09:00-19:00,,,,,India,,"meditation, history, library, photography"
